locus_tag	ftype	length_bp	gene	EC_number	COG	product
MFNABGGJ_01642	CDS	132				hypothetical protein
MFNABGGJ_01643	CDS	270				hypothetical protein
MFNABGGJ_01644	CDS	162				hypothetical protein
MFNABGGJ_01645	CDS	237				hypothetical protein
MFNABGGJ_01646	CDS	198				hypothetical protein
MFNABGGJ_01647	CDS	255				hypothetical protein
MFNABGGJ_01648	CDS	174				hypothetical protein
MFNABGGJ_01649	CDS	327				hypothetical protein
MFNABGGJ_01650	CDS	747				hypothetical protein
MFNABGGJ_01651	CDS	903			COG3039	IS5 family transposase IS4811
MFNABGGJ_01652	CDS	375				hypothetical protein
MFNABGGJ_01653	CDS	429	rutC_3	1.-.-.-		Putative aminoacrylate peracid reductase RutC
MFNABGGJ_01654	CDS	915	amnB	1.13.11.74		2-aminophenol 1,6-dioxygenase beta subunit
MFNABGGJ_01655	CDS	816	amnA			2-aminophenol 1,6-dioxygenase alpha subunit
MFNABGGJ_01656	CDS	1476	amnC	1.2.1.32		2-aminomuconic 6-semialdehyde dehydrogenase
MFNABGGJ_01657	CDS	786	amnF	4.2.1.80		2-oxopent-4-enoate hydratase
MFNABGGJ_01658	CDS	771	amnE	4.1.1.77		4-oxalocrotonate decarboxylase
MFNABGGJ_01659	CDS	438	amnD	3.5.99.5		2-aminomuconate deaminase
MFNABGGJ_01660	CDS	945	dmpF	1.2.1.10		Acetaldehyde dehydrogenase
MFNABGGJ_01661	CDS	1020	mhpE	4.1.3.39	COG0119	4-hydroxy-2-oxovalerate aldolase
MFNABGGJ_01662	CDS	906				hypothetical protein
MFNABGGJ_01663	CDS	891				hypothetical protein
MFNABGGJ_01664	CDS	282				hypothetical protein
MFNABGGJ_01665	CDS	336				hypothetical protein
MFNABGGJ_01666	CDS	1152	xerC_2			Tyrosine recombinase XerC
MFNABGGJ_01667	CDS	993	smc_2			Chromosome partition protein Smc
MFNABGGJ_01668	CDS	2277				hypothetical protein
MFNABGGJ_01669	CDS	5286				hypothetical protein
MFNABGGJ_01670	CDS	3792				hypothetical protein
MFNABGGJ_01671	CDS	1749				hypothetical protein
MFNABGGJ_01672	CDS	279				IS3 family transposase ISPen2
MFNABGGJ_01673	CDS	882				IS3 family transposase ISPpu22
MFNABGGJ_01674	CDS	1101	spuD_3		COG0687	Putrescine-binding periplasmic protein SpuD
MFNABGGJ_01675	CDS	816	ramA_2	3.5.1.100		(R)-stereoselective amidase
MFNABGGJ_01676	CDS	795	malT_3			HTH-type transcriptional regulator MalT
MFNABGGJ_01677	CDS	1104		3.4.11.25		Beta-peptidyl aminopeptidase BapA
MFNABGGJ_01678	CDS	921			COG3039	IS5 family transposase IS4811
MFNABGGJ_01679	CDS	750	fabG_5	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MFNABGGJ_01680	CDS	1368	puuA_4	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
MFNABGGJ_01681	CDS	1401	hemL_1	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
MFNABGGJ_01682	CDS	906	yhaJ_1			HTH-type transcriptional regulator YhaJ
MFNABGGJ_01683	CDS	1227	deoB	5.4.2.7	COG1015	Phosphopentomutase
MFNABGGJ_01684	CDS	1308	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
MFNABGGJ_01685	CDS	1266	nupX		COG1972	Putative nucleoside permease NupX
MFNABGGJ_01686	CDS	399	cdd	3.5.4.5	COG0295	Cytidine deaminase
MFNABGGJ_01687	CDS	1203				hypothetical protein
MFNABGGJ_01688	CDS	5457				hypothetical protein
MFNABGGJ_01689	CDS	642	tmk_1	2.7.4.9		Thymidylate kinase
MFNABGGJ_01690	CDS	1947	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
MFNABGGJ_01691	CDS	1335	moxC_1	1.14.-.-	COG2141	Putative monooxygenase MoxC
MFNABGGJ_01692	CDS	957	ssuA_2			Putative aliphatic sulfonates-binding protein
MFNABGGJ_01693	CDS	636				hypothetical protein
MFNABGGJ_01694	CDS	1545	ttgC_1		COG1538	putative efflux pump outer membrane protein TtgC
MFNABGGJ_01695	CDS	1188	mdtA_2			Multidrug resistance protein MdtA
MFNABGGJ_01696	CDS	3078	bepE_1			Efflux pump membrane transporter BepE
MFNABGGJ_01697	CDS	1047				hypothetical protein
MFNABGGJ_01698	CDS	2067				hypothetical protein
MFNABGGJ_01699	CDS	783		1.1.1.390		Sulfoquinovose 1-dehydrogenase
MFNABGGJ_01700	CDS	1149	mro	5.1.3.3	COG2017	Aldose 1-epimerase
MFNABGGJ_01701	CDS	1005	araF_1		COG1879	L-arabinose-binding periplasmic protein
MFNABGGJ_01702	CDS	876		3.1.1.99		6-deoxy-6-sulfogluconolactonase
MFNABGGJ_01703	CDS	1581		1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase
MFNABGGJ_01704	CDS	993				hypothetical protein
MFNABGGJ_01705	CDS	1323	abaQ			Quinolone resistance transporter
MFNABGGJ_01706	CDS	1737	araC	4.2.1.25		L-arabonate dehydratase
MFNABGGJ_01707	CDS	723	lutR_1		COG2186	HTH-type transcriptional regulator LutR
MFNABGGJ_01708	CDS	915	dmlR_4			HTH-type transcriptional regulator DmlR
MFNABGGJ_01709	CDS	942				hypothetical protein
MFNABGGJ_01710	CDS	1152				hypothetical protein
MFNABGGJ_01711	CDS	2715	xyl3A	3.2.1.37	COG1472	Xylan 1,4-beta-xylosidase
MFNABGGJ_01712	CDS	1287	proP_2			Proline/betaine transporter
MFNABGGJ_01713	CDS	1179	hipO_1	3.5.1.32	COG1473	Hippurate hydrolase
MFNABGGJ_01714	CDS	954	tsaR			HTH-type transcriptional regulator TsaR
MFNABGGJ_01715	CDS	381	yabJ_2	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
MFNABGGJ_01716	CDS	1206	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
MFNABGGJ_01717	CDS	687	rutB_1	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
MFNABGGJ_01718	CDS	1065				hypothetical protein
MFNABGGJ_01719	CDS	2499	elfC		COG3188	putative outer membrane usher protein ElfC
MFNABGGJ_01720	CDS	729	lpfB_1			putative fimbrial chaperone LpfB
MFNABGGJ_01721	CDS	549	sfaA			S-fimbrial protein subunit SfaA
MFNABGGJ_01722	CDS	3594	bvgS_3	2.7.13.3		Virulence sensor protein BvgS
MFNABGGJ_01723	CDS	627	bvgA_2			Virulence factors putative positive transcription regulator BvgA
MFNABGGJ_01724	CDS	1182				hypothetical protein
MFNABGGJ_01725	CDS	1989	rlhA_2		COG0826	23S rRNA 5-hydroxycytidine synthase
MFNABGGJ_01726	CDS	900				hypothetical protein
MFNABGGJ_01727	CDS	444	lrpC_1		COG1522	HTH-type transcriptional regulator LrpC
MFNABGGJ_01728	CDS	855				hypothetical protein
MFNABGGJ_01729	CDS	774	bacC_2	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
MFNABGGJ_01730	CDS	912	gcvA_5			Glycine cleavage system transcriptional activator
MFNABGGJ_01731	CDS	1476	xylB_1	2.7.1.17	COG1070	Xylulose kinase
MFNABGGJ_01732	CDS	993	rbsR_1		COG1609	Ribose operon repressor
MFNABGGJ_01733	CDS	942	thpA_1		COG1879	D-threitol-binding protein
MFNABGGJ_01734	CDS	969	rbsC_1		COG1172	Ribose import permease protein RbsC
MFNABGGJ_01735	CDS	1533	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
MFNABGGJ_01736	CDS	1356	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
MFNABGGJ_01737	CDS	384	divK			Polar-differentiation response regulator DivK
MFNABGGJ_01738	CDS	1269	cheB_2	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
MFNABGGJ_01739	CDS	1053				hypothetical protein
MFNABGGJ_01740	CDS	603	betI_3		COG1309	HTH-type transcriptional regulator BetI
MFNABGGJ_01741	CDS	999				hypothetical protein
MFNABGGJ_01742	CDS	699	occM_2			Octopine transport system permease protein OccM
MFNABGGJ_01743	CDS	705	occQ			Octopine transport system permease protein OccQ
MFNABGGJ_01744	CDS	837	occT			Octopine-binding periplasmic protein
MFNABGGJ_01745	CDS	1995	dapL_1	2.6.1.83		LL-diaminopimelate aminotransferase
MFNABGGJ_01746	CDS	792	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
MFNABGGJ_01747	CDS	984	yhdN	1.1.1.-	COG0667	Aldo-keto reductase YhdN
MFNABGGJ_01748	CDS	927	pgrR_2			HTH-type transcriptional regulator PgrR
MFNABGGJ_01749	CDS	1347				hypothetical protein
MFNABGGJ_01750	CDS	141				hypothetical protein
MFNABGGJ_01751	CDS	213				hypothetical protein
MFNABGGJ_01752	CDS	546				hypothetical protein
MFNABGGJ_01753	CDS	1410			COG2308	putative protein
MFNABGGJ_01754	CDS	951			COG2307	putative protein
MFNABGGJ_01755	CDS	432				hypothetical protein
MFNABGGJ_01756	CDS	696	msrA_2	1.8.4.11		Peptide methionine sulfoxide reductase MsrA
MFNABGGJ_01757	CDS	1758	dipZ_1		COG0785	Protein DipZ
MFNABGGJ_01758	CDS	513	msrB_1	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
MFNABGGJ_01759	CDS	711	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
MFNABGGJ_01760	CDS	1476	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
MFNABGGJ_01761	CDS	2916				hypothetical protein
MFNABGGJ_01762	CDS	1461				hypothetical protein
MFNABGGJ_01763	CDS	1461				hypothetical protein
MFNABGGJ_01764	CDS	2226				hypothetical protein
MFNABGGJ_01765	CDS	1812				hypothetical protein
MFNABGGJ_01766	CDS	1491				hypothetical protein
MFNABGGJ_01767	CDS	906			COG3039	IS5 family transposase IS4811
MFNABGGJ_01768	CDS	960				hypothetical protein
MFNABGGJ_01769	CDS	804	estB_1	3.1.1.-	COG1680	Esterase EstB
MFNABGGJ_01770	CDS	456	estB_2	3.1.1.-	COG1680	Esterase EstB
MFNABGGJ_01771	CDS	2289	dinG_1	3.1.-.-		3'-5' exonuclease DinG
MFNABGGJ_01772	CDS	1650	fan1	3.1.4.1		Fanconi-associated nuclease 1 
MFNABGGJ_01773	CDS	225				hypothetical protein
MFNABGGJ_01774	CDS	276				hypothetical protein
MFNABGGJ_01775	CDS	1431		3.1.1.3		Lipase
MFNABGGJ_01776	CDS	3111		3.4.21.-		Extracellular serine protease
MFNABGGJ_01777	CDS	2958		3.4.21.-		Extracellular serine protease
MFNABGGJ_01778	CDS	1335	tolC_2		COG1538	Outer membrane protein TolC
MFNABGGJ_01779	CDS	1335	prsE_1			Type I secretion system membrane fusion protein PrsE
MFNABGGJ_01780	CDS	1752	prsD_1			Type I secretion system ATP-binding protein PrsD
MFNABGGJ_01781	CDS	300	inh			Proteinase inhibitor
MFNABGGJ_01782	CDS	1449	aprA_1	3.4.24.-		Metallopeptidase AprA
MFNABGGJ_01783	CDS	1101		3.4.11.25		Beta-peptidyl aminopeptidase BapA
MFNABGGJ_01784	CDS	1365	steT		COG0531	Serine/threonine exchanger SteT
MFNABGGJ_01785	CDS	795				hypothetical protein
MFNABGGJ_01786	CDS	1080	spuD_4		COG0687	Putrescine-binding periplasmic protein SpuD
MFNABGGJ_01787	CDS	342				hypothetical protein
MFNABGGJ_01788	CDS	1407	puuB_2	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
MFNABGGJ_01789	CDS	816				hypothetical protein
MFNABGGJ_01790	CDS	273				hypothetical protein
MFNABGGJ_01791	CDS	2469	rep_2	3.6.4.12		ATP-dependent DNA helicase Rep
MFNABGGJ_01792	CDS	696	yhhW_1	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
MFNABGGJ_01793	CDS	1644	pgm	5.4.2.2	COG0033	Phosphoglucomutase
MFNABGGJ_01794	CDS	1413	gabR_3		COG1167	HTH-type transcriptional regulatory protein GabR
MFNABGGJ_01795	CDS	1410				hypothetical protein
MFNABGGJ_01796	CDS	1023	tdh	1.1.1.103		L-threonine 3-dehydrogenase
MFNABGGJ_01797	CDS	915	nodD2_1			Nodulation protein D 2
MFNABGGJ_01798	CDS	834	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
MFNABGGJ_01799	CDS	762	lvr	1.1.1.-		Levodione reductase
MFNABGGJ_01800	CDS	1023	benC		COG0543	Benzoate 1,2-dioxygenase electron transfer component
MFNABGGJ_01801	CDS	489	cbdB	1.14.12.13		2-halobenzoate 1,2-dioxygenase small subunit
MFNABGGJ_01802	CDS	1377	cbdA	1.14.12.13		2-halobenzoate 1,2-dioxygenase large subunit
MFNABGGJ_01803	CDS	960				hypothetical protein
MFNABGGJ_01804	CDS	1401	hsrA_2			putative transport protein HsrA
MFNABGGJ_01805	CDS	420				hypothetical protein
MFNABGGJ_01806	CDS	933				hypothetical protein
MFNABGGJ_01807	CDS	846	artJ_2		COG0834	ABC transporter arginine-binding protein 1
MFNABGGJ_01808	CDS	1509	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MFNABGGJ_01809	CDS	666				hypothetical protein
MFNABGGJ_01810	CDS	852				hypothetical protein
MFNABGGJ_01811	CDS	978	lsrD			Autoinducer 2 import system permease protein LsrD
MFNABGGJ_01812	CDS	993	rbsC_2		COG1172	Ribose import permease protein RbsC
MFNABGGJ_01813	CDS	1536	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
MFNABGGJ_01814	CDS	987	rbsB_1		COG1879	Ribose import binding protein RbsB
MFNABGGJ_01815	CDS	387				hypothetical protein
MFNABGGJ_01816	CDS	411				hypothetical protein
MFNABGGJ_01817	CDS	1242	bepF_1			Efflux pump periplasmic linker BepF
MFNABGGJ_01818	CDS	3180	oqxB9			multidrug efflux RND transporter permease subunit OqxB9
MFNABGGJ_01819	CDS	1416	ttgI_1			Toluene efflux pump outer membrane protein TtgI
MFNABGGJ_01820	CDS	1494	bauC_1	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
MFNABGGJ_01821	CDS	1350		2.6.1.18		Omega-amino acid--pyruvate aminotransferase
MFNABGGJ_01822	CDS	921				hypothetical protein
MFNABGGJ_01823	CDS	1395	xanP_1		COG2233	Xanthine permease XanP
MFNABGGJ_01824	CDS	660	rutR_1		COG1309	HTH-type transcriptional regulator RutR
MFNABGGJ_01825	CDS	582	yigZ		COG1739	IMPACT family member YigZ
MFNABGGJ_01826	CDS	393				hypothetical protein
MFNABGGJ_01827	CDS	351	merR1_1			Mercuric resistance operon regulatory protein
MFNABGGJ_01828	CDS	687				hypothetical protein
MFNABGGJ_01829	CDS	1359		3.5.4.32	COG0402	8-oxoguanine deaminase
MFNABGGJ_01830	CDS	1089	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
MFNABGGJ_01831	CDS	954		3.5.4.2	COG1816	Adenine deaminase
MFNABGGJ_01832	CDS	693				hypothetical protein
MFNABGGJ_01833	CDS	930	dmlR_5			HTH-type transcriptional regulator DmlR
MFNABGGJ_01834	CDS	294				hypothetical protein
MFNABGGJ_01835	CDS	1014				Zinc-type alcohol dehydrogenase-like protein
MFNABGGJ_01836	CDS	180				hypothetical protein
MFNABGGJ_01837	CDS	1194	bcr_1			Bicyclomycin resistance protein
MFNABGGJ_01838	CDS	201				hypothetical protein
MFNABGGJ_01839	CDS	381				hypothetical protein
MFNABGGJ_01840	CDS	2202	copA_2	7.2.2.8	COG2217	Copper-exporting P-type ATPase
MFNABGGJ_01841	CDS	402	hmrR			HTH-type transcriptional regulator HmrR
MFNABGGJ_01842	CDS	900				hypothetical protein
MFNABGGJ_01843	CDS	1278	fadI_1	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
MFNABGGJ_01844	CDS	1353				hypothetical protein
MFNABGGJ_01845	CDS	849				hypothetical protein
MFNABGGJ_01846	CDS	303				hypothetical protein
MFNABGGJ_01847	CDS	1269				hypothetical protein
MFNABGGJ_01848	CDS	1686	hxuB		COG2831	Heme/hemopexin transporter protein HuxB
MFNABGGJ_01849	CDS	408	atoC_1		COG2204	Regulatory protein AtoC
MFNABGGJ_01850	CDS	192				hypothetical protein
MFNABGGJ_01851	CDS	933				hypothetical protein
MFNABGGJ_01852	CDS	1224	sctC_2			Type 3 secretion system secretin
MFNABGGJ_01853	CDS	1191				hypothetical protein
MFNABGGJ_01854	CDS	1272				hypothetical protein
MFNABGGJ_01855	CDS	885				hypothetical protein
MFNABGGJ_01856	CDS	885				hypothetical protein
MFNABGGJ_01857	CDS	723				hypothetical protein
MFNABGGJ_01858	CDS	279				hypothetical protein
MFNABGGJ_01859	CDS	789	tmoT			Response regulator protein TmoT
MFNABGGJ_01860	CDS	486				hypothetical protein
MFNABGGJ_01861	CDS	441				hypothetical protein
MFNABGGJ_01862	CDS	2733	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
MFNABGGJ_01863	CDS	2010				hypothetical protein
MFNABGGJ_01864	CDS	558				hypothetical protein
MFNABGGJ_01865	CDS	606				hypothetical protein
MFNABGGJ_01866	CDS	750	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
MFNABGGJ_01867	CDS	306				hypothetical protein
MFNABGGJ_01868	CDS	291				hypothetical protein
MFNABGGJ_01869	CDS	303				hypothetical protein
MFNABGGJ_01870	CDS	1347	dinF		COG0534	DNA damage-inducible protein F
MFNABGGJ_01871	CDS	864				hypothetical protein
MFNABGGJ_01872	CDS	1914	speA	4.1.1.19		Biosynthetic arginine decarboxylase
MFNABGGJ_01873	CDS	372	yciH		COG0023	putative protein YciH
MFNABGGJ_01874	CDS	537	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
MFNABGGJ_01875	CDS	1068				hypothetical protein
MFNABGGJ_01876	CDS	1671	cheB_3	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
MFNABGGJ_01877	CDS	1962	ctpL			Methyl-accepting chemotaxis protein CtpL
MFNABGGJ_01878	CDS	456	aroQ1	4.2.1.10	COG0757	3-dehydroquinate dehydratase 1
MFNABGGJ_01879	CDS	462	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
MFNABGGJ_01880	CDS	1362	accC	6.3.4.14	COG0439	Biotin carboxylase
MFNABGGJ_01881	CDS	879	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
MFNABGGJ_01882	CDS	1263				hypothetical protein
MFNABGGJ_01883	CDS	1014	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
MFNABGGJ_01884	CDS	321	fis			DNA-binding protein Fis
MFNABGGJ_01885	CDS	1608	purH		COG0138	Bifunctional purine biosynthesis protein PurH
MFNABGGJ_01886	CDS	1293	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
MFNABGGJ_01887	CDS	2775	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
MFNABGGJ_01888	CDS	597				hypothetical protein
MFNABGGJ_01889	CDS	792				hypothetical protein
MFNABGGJ_01890	CDS	1641	cysG_2	4.99.1.4		Siroheme synthase
MFNABGGJ_01891	CDS	732	cobI	2.1.1.130		Precorrin-2 C(20)-methyltransferase
MFNABGGJ_01892	CDS	627	cobH	5.4.99.61		Precorrin-8X methylmutase
MFNABGGJ_01893	CDS	1302	sir_1	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
MFNABGGJ_01894	CDS	1206	cobL	2.1.1.132		Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]
MFNABGGJ_01895	CDS	720	cobK	1.3.1.54		Precorrin-6A reductase
MFNABGGJ_01896	CDS	3084	bepE_2			Efflux pump membrane transporter BepE
MFNABGGJ_01897	CDS	1152	bepF_2			Efflux pump periplasmic linker BepF
MFNABGGJ_01898	CDS	414	fosB	2.5.1.-		Metallothiol transferase FosB
MFNABGGJ_01899	CDS	927	pcpR_1			PCP degradation transcriptional activation protein
MFNABGGJ_01900	CDS	1107	ribD_1		COG0117	Riboflavin biosynthesis protein RibD
MFNABGGJ_01901	CDS	1704				hypothetical protein
MFNABGGJ_01902	CDS	600	ribA_1	3.5.4.25	COG0807	GTP cyclohydrolase-2
MFNABGGJ_01903	CDS	1008	pkn1_1	2.7.11.1		Serine/threonine-protein kinase Pkn1
MFNABGGJ_01904	CDS	747	COQ5_3	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
MFNABGGJ_01905	CDS	447				hypothetical protein
MFNABGGJ_01906	CDS	396				hypothetical protein
MFNABGGJ_01907	CDS	483				hypothetical protein
MFNABGGJ_01908	CDS	372				hypothetical protein
MFNABGGJ_01909	CDS	2073	btuB_3			Vitamin B12 transporter BtuB
MFNABGGJ_01910	CDS	1488				hypothetical protein
MFNABGGJ_01911	CDS	2106	cntO_1		COG1629	Metal-pseudopaline receptor CntO
MFNABGGJ_01912	CDS	789	fpuC	7.2.2.-	COG1120	Petrobactin import ATP-binding protein FpuC
MFNABGGJ_01913	CDS	948	btuF_1			Vitamin B12-binding protein
MFNABGGJ_01914	CDS	1011	hmuU_1		COG0609	Hemin transport system permease protein HmuU
MFNABGGJ_01915	CDS	5928				hypothetical protein
MFNABGGJ_01916	CDS	1266	amiC_2			Aliphatic amidase expression-regulating protein
MFNABGGJ_01917	CDS	1503				hypothetical protein
MFNABGGJ_01918	CDS	1080				hypothetical protein
MFNABGGJ_01919	CDS	861	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
MFNABGGJ_01920	CDS	699	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
MFNABGGJ_01921	CDS	840	ureD			Urease accessory protein UreD
MFNABGGJ_01922	CDS	303	ureA	3.5.1.5		Urease subunit gamma
MFNABGGJ_01923	CDS	522		2.3.1.-		L-methionine sulfoximine/L-methionine sulfone acetyltransferase
MFNABGGJ_01924	CDS	531	ttr	2.3.1.-		Acetyltransferase
MFNABGGJ_01925	CDS	306	ureB	3.5.1.5		Urease subunit beta
MFNABGGJ_01926	CDS	1701	ureC	3.5.1.5		Urease subunit alpha
MFNABGGJ_01927	CDS	5145				hypothetical protein
MFNABGGJ_01928	CDS	5910				hypothetical protein
MFNABGGJ_01929	CDS	309	cbpM			Chaperone modulatory protein CbpM
MFNABGGJ_01930	CDS	948	cbpA		COG2214	Curved DNA-binding protein
MFNABGGJ_01931	CDS	1269	dnaK_1		COG0443	Chaperone protein DnaK
MFNABGGJ_01932	CDS	1014				hypothetical protein
MFNABGGJ_01933	CDS	315	psiF			Phosphate starvation-inducible protein PsiF
MFNABGGJ_01934	CDS	789	nimR_3			HTH-type transcriptional regulator NimR
MFNABGGJ_01935	CDS	897				hypothetical protein
MFNABGGJ_01936	CDS	306	gdx_2			Guanidinium exporter
MFNABGGJ_01937	CDS	642	azoR1_1	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase 1
MFNABGGJ_01938	CDS	945	gcvA_6			Glycine cleavage system transcriptional activator
MFNABGGJ_01939	CDS	531				hypothetical protein
MFNABGGJ_01940	CDS	2070				hypothetical protein
MFNABGGJ_01941	CDS	450				hypothetical protein
MFNABGGJ_01942	CDS	633	fabR		COG1309	HTH-type transcriptional repressor FabR
MFNABGGJ_01943	CDS	489	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
MFNABGGJ_01944	CDS	501	ureE			Urease accessory protein UreE
MFNABGGJ_01945	CDS	675	ureF		COG0830	Urease accessory protein UreF
MFNABGGJ_01946	CDS	615	ureG		COG0378	Urease accessory protein UreG
MFNABGGJ_01947	CDS	573				hypothetical protein
MFNABGGJ_01948	CDS	1131		5.1.3.11		Cellobiose 2-epimerase
MFNABGGJ_01949	CDS	906	zitB			Zinc transporter ZitB
MFNABGGJ_01950	CDS	768	isfD	1.1.1.313	COG4221	Sulfoacetaldehyde reductase
MFNABGGJ_01951	CDS	717	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
MFNABGGJ_01952	CDS	876	glnQ_4			Glutamine transport ATP-binding protein GlnQ
MFNABGGJ_01953	CDS	1278				hypothetical protein
MFNABGGJ_01954	CDS	915	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
MFNABGGJ_01955	CDS	1137	livJ		COG0683	Leu/Ile/Val/Thr-binding protein
MFNABGGJ_01956	CDS	1284	puuB_3	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
MFNABGGJ_01957	CDS	1491	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)]
MFNABGGJ_01958	CDS	897	gcvA_7			Glycine cleavage system transcriptional activator
MFNABGGJ_01959	CDS	1215	pncB2_1	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase 2
MFNABGGJ_01960	CDS	828	nadE_2	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
MFNABGGJ_01961	CDS	447				Azurin
MFNABGGJ_01962	CDS	90				hypothetical protein
MFNABGGJ_01963	CDS	588		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
MFNABGGJ_01964	CDS	180				hypothetical protein
MFNABGGJ_01965	CDS	891			COG1305	putative protein
MFNABGGJ_01966	CDS	2487			COG2307	putative protein
MFNABGGJ_01967	CDS	3294				hypothetical protein
MFNABGGJ_01968	CDS	450				hypothetical protein
MFNABGGJ_01969	CDS	933				hypothetical protein
MFNABGGJ_01970	CDS	2304				hypothetical protein
MFNABGGJ_01971	CDS	1395	dnaB_1	3.6.4.12	COG0305	Replicative DNA helicase
MFNABGGJ_01972	CDS	447	rplI		COG0359	50S ribosomal protein L9
MFNABGGJ_01973	CDS	888				hypothetical protein
MFNABGGJ_01974	CDS	231	rpsR		COG0238	30S ribosomal protein S18
MFNABGGJ_01975	CDS	423	rpsF		COG0360	30S ribosomal protein S6
MFNABGGJ_01976	CDS	756	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
MFNABGGJ_01977	CDS	2634	rnr	3.1.13.1	COG0557	Ribonuclease R
MFNABGGJ_01978	tRNA	87				tRNA-Leu(cag)
MFNABGGJ_01979	tRNA	87				tRNA-Leu(cag)
MFNABGGJ_01980	CDS	1026	fbpA_2		COG1840	Iron-utilization periplasmic protein
MFNABGGJ_01981	CDS	1566				hypothetical protein
MFNABGGJ_01982	CDS	1935				hypothetical protein
MFNABGGJ_01983	CDS	1290	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
MFNABGGJ_01984	CDS	1188	hisZ		COG3705	ATP phosphoribosyltransferase regulatory subunit
MFNABGGJ_01985	CDS	867	hflC		COG0330	Modulator of FtsH protease HflC
MFNABGGJ_01986	CDS	1179	hflK		COG0330	Modulator of FtsH protease HflK
MFNABGGJ_01987	CDS	1302	hflX		COG2262	GTPase HflX
